round,name,n,mean_bp,med_bp,win,pf,day_t,per_day,status
310,ATR Ratio 14/72 <0.85 Break,1662,-80.84,-99.41,0.406,0.709,-1.73,6.09,REJECT
311,ATR Ratio 14/168 <0.65 Break,396,-7.7,-24.13,0.487,0.969,-0.1,1.45,REJECT
312,ATR Ratio 14/168 <0.7 Break,735,-58.36,-80.74,0.426,0.787,-0.97,2.69,REJECT
313,ATR Ratio 14/168 <0.75 Break,1131,-53.21,-78.45,0.422,0.796,-0.91,4.14,REJECT
314,ATR Ratio 14/168 <0.8 Break,1837,-63.45,-62.26,0.438,0.769,-1.19,6.73,REJECT
315,ATR Ratio 14/168 <0.85 Break,2545,-64.13,-83.88,0.435,0.77,-1.28,9.32,REJECT
316,HV12 Pinch exp=1.2x Break,5663,-1.48,-20.0,0.483,0.994,-0.05,20.74,REJECT
317,HV12 Pinch exp=1.4x Break,1951,-13.62,-55.29,0.458,0.944,-0.39,7.15,REJECT
318,HV12 Pinch exp=1.6x Break,812,-37.43,-63.47,0.445,0.86,-0.78,2.97,REJECT
319,HV24 Pinch exp=1.2x Break,2371,7.49,-31.63,0.481,1.029,0.18,8.68,REJECT
320,HV24 Pinch exp=1.4x Break,491,5.58,-61.37,0.468,1.02,0.07,1.8,REJECT
321,HV24 Pinch exp=1.6x Break,203,20.71,-79.55,0.463,1.067,0.18,0.74,REJECT
322,HV48 Pinch exp=1.2x Break,1248,-7.98,-50.0,0.47,0.972,-0.1,4.57,REJECT
323,HV48 Pinch exp=1.4x Break,209,-108.27,-236.54,0.383,0.711,-0.85,0.77,REJECT
324,HV48 Pinch exp=1.6x Break,60,-154.15,-339.48,0.367,0.69,-0.86,0.22,REJECT
325,HV Variant 325,60,-127.58,-271.57,0.4,0.714,-0.76,0.22,REJECT
326,CHOP<32 Momentum Cross H=18,98,-76.25,-113.41,0.418,0.804,-0.66,0.36,REJECT
327,CHOP<32 Momentum Cross H=24,98,-55.78,-140.14,0.388,0.859,-0.47,0.36,REJECT
328,CHOP<35 Momentum Cross H=18,254,-79.74,-87.46,0.433,0.763,-0.95,0.93,REJECT
329,CHOP<35 Momentum Cross H=24,253,-103.54,-116.13,0.419,0.713,-1.23,0.93,REJECT
330,CHOP<38 Momentum Cross H=18,608,-96.61,-95.41,0.408,0.694,-1.54,2.23,REJECT
331,CHOP<38 Momentum Cross H=24,603,-127.22,-156.55,0.38,0.638,-2.07,2.21,REJECT
332,CHOP<40 Momentum Cross H=18,1094,-64.74,-74.98,0.435,0.769,-1.27,4.01,REJECT
333,CHOP<40 Momentum Cross H=24,1085,-94.22,-116.13,0.409,0.705,-1.83,3.97,REJECT
334,CHOP<42 Momentum Cross H=18,1863,-49.44,-51.77,0.447,0.809,-1.09,6.82,REJECT
335,CHOP<42 Momentum Cross H=24,1838,-87.76,-104.18,0.418,0.713,-1.8,6.73,REJECT
336,DualSq SL=1.5% TP=3.0% H=24,2387,7.95,-170.0,0.403,1.08,0.66,8.74,REJECT
337,DualSq SL=1.5% TP=3.0% H=36,2384,9.07,-170.0,0.401,1.09,0.73,8.73,REJECT
338,DualSq SL=2.0% TP=4.0% H=24,2311,26.14,-220.0,0.428,1.221,1.4,8.47,REJECT
339,DualSq SL=2.0% TP=4.0% H=36,2304,28.96,-220.0,0.422,1.236,1.5,8.44,PASS_TRAIN
340,DualSq SL=2.5% TP=5.0% H=24,2277,42.14,-115.58,0.451,1.31,1.67,8.34,PASS_TRAIN
341,DualSq SL=2.5% TP=5.0% H=36,2266,49.22,-270.0,0.443,1.345,1.85,8.3,PASS_TRAIN
342,DualSq SL=3.0% TP=6.0% H=24,2242,55.98,-56.66,0.47,1.374,1.88,8.21,PASS_TRAIN
343,DualSq SL=3.0% TP=6.0% H=36,2224,65.9,-146.83,0.456,1.411,2.08,8.15,PASS_TRAIN
344,DualSq SL=3.5% TP=7.0% H=24,2207,67.14,-31.68,0.482,1.415,2.06,8.08,PASS_TRAIN
345,DualSq SL=3.5% TP=7.0% H=36,2182,77.69,-82.03,0.467,1.439,2.22,7.99,PASS_TRAIN
346,Squeeze False Break Fade H=12,39933,-31.02,-15.7,0.481,0.824,-2.11,146.27,REJECT
347,Squeeze False Break Fade H=18,32698,-20.31,-8.41,0.491,0.904,-1.03,119.77,REJECT
348,Squeeze False Break Fade H=24,27595,-24.32,-1.14,0.499,0.9,-1.1,101.08,REJECT
349,Squeeze False Break Fade H=30,23864,-23.89,9.17,0.508,0.911,-0.95,87.41,REJECT
350,Squeeze False Break Fade H=36,21032,-34.3,3.75,0.503,0.885,-1.22,77.04,REJECT
351,Taker Persist 2b >57% H=18,8247,3.15,-9.96,0.489,1.019,0.15,30.21,REJECT
352,Taker Persist 2b >57% H=24,7659,4.88,-19.17,0.477,1.025,0.19,28.05,REJECT
353,Taker Persist 2b >62% H=18,1544,-5.2,-17.73,0.477,0.965,-0.25,5.66,REJECT
354,Taker Persist 2b >62% H=24,1497,3.26,-20.0,0.474,1.019,0.12,5.48,REJECT
355,Taker Persist 2b >66% H=18,250,-4.92,-11.59,0.48,0.965,-0.16,0.92,REJECT
356,Taker Persist 2b >66% H=24,245,20.23,-11.74,0.473,1.133,0.56,0.9,REJECT
357,Taker Persist 3b >57% H=18,1785,5.53,-16.2,0.482,1.036,0.25,6.54,REJECT
358,Taker Persist 3b >57% H=24,1744,13.02,-9.16,0.491,1.073,0.43,6.39,REJECT
359,Taker Persist 3b >62% H=18,160,40.82,23.38,0.525,1.338,1.15,0.59,REJECT
360,Taker Persist 3b >62% H=24,159,31.87,5.08,0.522,1.243,0.85,0.58,REJECT
361,Taker Persist 3b >66% H=18,11,64.22,18.06,0.727,1.95,0.77,0.04,REJECT
362,Taker Persist 3b >66% H=24,11,146.25,120.08,0.727,4.34,1.76,0.04,REJECT
363,Taker Persist 4b >57% H=18,369,-5.78,-20.93,0.482,0.962,-0.19,1.35,REJECT
364,Taker Persist 4b >57% H=24,365,19.42,-1.84,0.496,1.109,0.45,1.34,REJECT
365,Taker Persist 4b >62% H=18,18,14.54,-37.15,0.444,1.132,0.18,0.07,REJECT
366,Taker Surge QV>2.0x at Level H=12,1382,20.09,-6.68,0.489,1.181,0.96,5.06,REJECT
367,Taker Surge QV>2.0x at Level H=18,1350,36.35,5.81,0.507,1.269,1.12,4.95,REJECT
368,Taker Surge QV>2.0x at Level H=24,1321,56.99,-17.53,0.481,1.349,1.2,4.84,REJECT
369,Taker Surge QV>3.0x at Level H=12,327,-17.79,-4.02,0.486,0.849,-0.73,1.2,REJECT
370,Taker Surge QV>3.0x at Level H=18,323,8.35,-20.93,0.461,1.06,0.18,1.18,REJECT
371,Taker Surge QV>3.0x at Level H=24,319,34.62,-20.46,0.464,1.211,0.5,1.17,REJECT
372,Taker Surge QV>4.0x at Level H=12,108,-28.45,-20.36,0.435,0.748,-0.94,0.4,REJECT
373,Taker Surge QV>4.0x at Level H=18,107,-26.72,-43.09,0.374,0.795,-0.68,0.39,REJECT
374,Taker Surge QV>4.0x at Level H=24,107,17.13,-31.81,0.439,1.126,0.31,0.39,REJECT
375,Level Taker Surge Variant 375,107,17.13,-31.81,0.439,1.126,0.31,0.39,REJECT
376,Level Taker Surge Variant 376,107,17.13,-31.81,0.439,1.126,0.31,0.39,REJECT
377,Level Taker Surge Variant 377,107,17.13,-31.81,0.439,1.126,0.31,0.39,REJECT
378,Level Taker Surge Variant 378,107,17.13,-31.81,0.439,1.126,0.31,0.39,REJECT
379,Level Taker Surge Variant 379,107,17.13,-31.81,0.439,1.126,0.31,0.39,REJECT
380,Level Taker Surge Variant 380,107,17.13,-31.81,0.439,1.126,0.31,0.39,REJECT
381,Inst Block QV>2.0x Cnt<0.7x H=18,1,-50.03,-50.03,0.0,0.0,-50030239661.38,0.0,REJECT
382,Inst Block QV>2.0x Cnt<0.7x H=24,1,40.06,40.06,1.0,999.0,40059882679.68,0.0,REJECT
383,Inst Block QV>2.0x Cnt<0.8x H=18,5,-152.57,-50.03,0.4,0.203,-0.99,0.02,REJECT
384,Inst Block QV>2.0x Cnt<0.8x H=24,5,-46.78,40.06,0.6,0.758,-0.22,0.02,REJECT
385,Inst Block QV>2.0x Cnt<0.9x H=18,18,-124.08,-57.51,0.389,0.324,-1.63,0.07,REJECT
386,Inst Block QV>2.0x Cnt<0.9x H=24,18,-81.88,-3.57,0.5,0.566,-0.95,0.07,REJECT
387,Inst Block QV>2.5x Cnt<0.7x H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
388,Inst Block QV>2.5x Cnt<0.7x H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
389,Inst Block QV>2.5x Cnt<0.8x H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
390,Inst Block QV>2.5x Cnt<0.8x H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
391,Inst Block QV>2.5x Cnt<0.9x H=18,3,58.34,117.77,0.667,3.693,0.95,0.01,REJECT
392,Inst Block QV>2.5x Cnt<0.9x H=24,3,113.36,96.39,0.667,8.206,1.16,0.01,REJECT
393,Inst Block QV>3.0x Cnt<0.7x H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
394,Inst Block QV>3.0x Cnt<0.7x H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
395,Inst Block QV>3.0x Cnt<0.8x H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
396,Retail FOMO Fade Cnt>2.5x H=12,7,135.63,289.95,0.714,1.798,0.67,0.03,REJECT
397,Retail FOMO Fade Cnt>2.5x H=18,7,156.4,133.83,0.571,1.577,0.42,0.03,REJECT
398,Retail FOMO Fade Cnt>2.5x H=12,13,-989.92,63.68,0.538,0.142,-1.1,0.05,REJECT
399,Retail FOMO Fade Cnt>2.5x H=18,13,-980.95,-227.61,0.462,0.239,-1.06,0.05,REJECT
400,Retail FOMO Fade Cnt>2.5x H=12,22,-511.69,7.2,0.5,0.318,-0.94,0.08,REJECT
401,Retail FOMO Fade Cnt>2.5x H=18,22,-613.62,-256.62,0.364,0.321,-1.1,0.08,REJECT
402,Retail FOMO Fade Cnt>3.0x H=12,4,192.58,439.08,0.75,2.003,0.58,0.01,REJECT
403,Retail FOMO Fade Cnt>3.0x H=18,4,380.52,293.46,0.75,2.411,0.6,0.01,REJECT
404,Retail FOMO Fade Cnt>3.0x H=12,7,-1660.09,63.68,0.571,0.086,-1.0,0.03,REJECT
405,Retail FOMO Fade Cnt>3.0x H=18,7,-1507.52,231.05,0.571,0.221,-0.87,0.03,REJECT
406,Retail FOMO Fade Cnt>3.0x H=12,9,-1422.47,-313.26,0.444,0.079,-1.11,0.03,REJECT
407,Retail FOMO Fade Cnt>3.0x H=18,9,-1345.52,-756.4,0.444,0.198,-1.01,0.03,REJECT
408,Retail FOMO Fade Cnt>4.0x H=12,1,-768.17,-768.17,0.0,0.0,-768174930658.96,0.0,REJECT
409,Retail FOMO Fade Cnt>4.0x H=18,1,-1078.39,-1078.39,0.0,0.0,-1078394401242.18,0.0,REJECT
410,Retail FOMO Fade Cnt>4.0x H=12,3,-4073.34,-768.17,0.333,0.013,-1.08,0.01,REJECT
411,Taker Absorb dip<-2% tr>60% H=12,1309,-28.85,-43.51,0.449,0.844,-1.08,4.79,REJECT
412,Taker Absorb dip<-2% tr>60% H=18,1295,-40.0,-46.58,0.454,0.821,-1.24,4.74,REJECT
413,Taker Absorb dip<-2% tr>65% H=12,181,50.53,34.23,0.525,1.4,1.17,0.66,REJECT
414,Taker Absorb dip<-2% tr>65% H=18,181,25.09,-3.77,0.497,1.166,0.58,0.66,REJECT
415,Taker Absorb dip<-2% tr>70% H=12,18,-131.34,-93.53,0.389,0.319,-1.45,0.07,REJECT
416,Taker Absorb dip<-2% tr>70% H=18,18,-109.17,-110.13,0.333,0.477,-0.92,0.07,REJECT
417,Taker Absorb dip<-3% tr>60% H=12,494,-18.24,-54.3,0.443,0.911,-0.48,1.81,REJECT
418,Taker Absorb dip<-3% tr>60% H=18,493,-36.79,-60.76,0.454,0.847,-0.83,1.81,REJECT
419,Taker Absorb dip<-3% tr>65% H=12,51,118.67,64.41,0.549,2.081,1.57,0.19,REJECT
420,Taker Absorb dip<-3% tr>65% H=18,51,34.99,-37.82,0.471,1.249,0.52,0.19,REJECT
421,Taker Absorb dip<-3% tr>70% H=12,4,-21.97,95.29,0.5,0.879,-0.1,0.01,REJECT
422,Taker Absorb dip<-3% tr>70% H=18,4,46.02,-137.59,0.25,1.209,0.13,0.01,REJECT
423,Taker Absorb dip<-4% tr>60% H=12,194,46.77,-24.86,0.49,1.237,0.82,0.71,REJECT
424,Taker Absorb dip<-4% tr>60% H=18,194,38.93,39.18,0.531,1.182,0.67,0.71,REJECT
425,Taker Absorb dip<-4% tr>65% H=12,14,358.04,167.25,0.643,5.241,1.94,0.05,REJECT
426,Stealth RVOL>3.0x Break H=18,3684,-15.15,-50.93,0.454,0.935,-0.31,13.49,REJECT
427,Stealth RVOL>3.0x Break H=24,3646,-27.66,-52.88,0.459,0.891,-0.7,13.36,REJECT
428,Stealth RVOL>3.0x Break H=36,3492,-8.66,-31.7,0.474,0.97,-0.18,12.79,REJECT
429,Stealth RVOL>4.0x Break H=18,1821,5.56,-48.82,0.46,1.023,0.08,6.67,REJECT
430,Stealth RVOL>4.0x Break H=24,1813,-18.69,-55.4,0.455,0.93,-0.36,6.64,REJECT
431,Stealth RVOL>4.0x Break H=36,1778,-15.06,-36.59,0.467,0.95,-0.26,6.51,REJECT
432,Stealth RVOL>5.0x Break H=18,971,23.49,-45.21,0.462,1.091,0.28,3.56,REJECT
433,Stealth RVOL>5.0x Break H=24,969,-12.95,-63.83,0.46,0.956,-0.18,3.55,REJECT
434,Stealth RVOL>5.0x Break H=36,961,-14.24,-61.13,0.461,0.957,-0.18,3.52,REJECT
435,Stealth RVOL Variant 435,969,-12.95,-63.83,0.46,0.956,-0.18,3.55,REJECT
436,Stealth RVOL Variant 436,969,-12.95,-63.83,0.46,0.956,-0.18,3.55,REJECT
437,Stealth RVOL Variant 437,969,-12.95,-63.83,0.46,0.956,-0.18,3.55,REJECT
438,Stealth RVOL Variant 438,969,-12.95,-63.83,0.46,0.956,-0.18,3.55,REJECT
439,Stealth RVOL Variant 439,969,-12.95,-63.83,0.46,0.956,-0.18,3.55,REJECT
440,Stealth RVOL Variant 440,969,-12.95,-63.83,0.46,0.956,-0.18,3.55,REJECT
441,Vol Climax Pin SL=2.0% TP=4.0% H=18,1766,-35.76,-220.0,0.321,0.753,-1.55,6.47,REJECT
442,Vol Climax Pin SL=2.0% TP=4.0% H=24,1766,-40.54,-220.0,0.309,0.73,-1.77,6.47,REJECT
443,Vol Climax Pin SL=2.5% TP=5.0% H=18,1761,-26.95,-270.0,0.348,0.837,-0.92,6.45,REJECT
444,Vol Climax Pin SL=2.5% TP=5.0% H=24,1761,-34.65,-270.0,0.334,0.803,-1.17,6.45,REJECT
445,Vol Climax Pin SL=3.0% TP=6.0% H=18,1758,-15.61,-320.0,0.374,0.913,-0.43,6.44,REJECT
446,Vol Climax Pin SL=3.0% TP=6.0% H=24,1758,-26.61,-320.0,0.357,0.864,-0.7,6.44,REJECT
447,Vol Climax Pin SL=3.5% TP=7.0% H=18,1752,-0.13,-189.23,0.4,0.999,-0.0,6.42,REJECT
448,Vol Climax Pin SL=3.5% TP=7.0% H=24,1752,-11.02,-370.0,0.384,0.948,-0.24,6.42,REJECT
449,Vol Climax Pin SL=4.0% TP=8.0% H=18,1743,3.92,-148.82,0.414,1.019,0.08,6.38,REJECT
450,Vol Climax Pin SL=4.0% TP=8.0% H=24,1743,-15.02,-420.0,0.39,0.935,-0.29,6.38,REJECT
451,OI Bear Div LB=24 thr=-3% H=18,572,24.13,48.16,0.556,1.12,0.38,2.1,REJECT
452,OI Bull Div LB=24 thr=3% H=18,361,-9.76,-50.23,0.46,0.953,-0.2,1.32,REJECT
453,OI Bear Div LB=24 thr=-3% H=24,570,42.56,72.94,0.563,1.179,0.53,2.09,REJECT
454,OI Bull Div LB=24 thr=3% H=24,360,-7.22,-78.07,0.431,0.971,-0.12,1.32,REJECT
455,OI Bear Div LB=24 thr=-5% H=18,286,54.77,71.28,0.587,1.247,0.53,1.05,REJECT
456,OI Bull Div LB=24 thr=5% H=18,217,17.32,-36.28,0.475,1.076,0.29,0.79,REJECT
457,OI Bear Div LB=24 thr=-5% H=24,284,48.06,108.91,0.57,1.167,0.36,1.04,REJECT
458,OI Bull Div LB=24 thr=5% H=24,216,6.97,-54.87,0.449,1.026,0.11,0.79,REJECT
459,OI Bear Div LB=48 thr=-3% H=18,138,25.08,53.76,0.551,1.12,0.33,0.51,REJECT
460,OI Bull Div LB=48 thr=3% H=18,78,51.64,25.39,0.513,1.252,0.55,0.29,REJECT
461,OI Bear Div LB=48 thr=-3% H=24,137,64.15,104.08,0.577,1.284,0.68,0.5,REJECT
462,OI Bull Div LB=48 thr=3% H=24,78,53.83,-11.08,0.5,1.209,0.5,0.29,REJECT
463,OI Bear Div LB=48 thr=-5% H=18,66,158.72,91.45,0.606,1.945,1.52,0.24,PASS_TRAIN
464,OI Bull Div LB=48 thr=5% H=18,48,23.93,-43.7,0.417,1.107,0.22,0.18,REJECT
465,OI Bear Div LB=48 thr=-5% H=24,66,184.56,165.59,0.636,1.892,1.44,0.24,REJECT
466,OI Bull Div LB=48 thr=5% H=24,48,-3.5,-55.7,0.458,0.988,-0.03,0.18,REJECT
467,Coiled box<2% oi>8% H=18,279,7.79,-25.9,0.484,1.036,0.16,1.02,REJECT
468,Coiled box<2% oi>8% H=24,279,24.78,-21.56,0.487,1.104,0.46,1.02,REJECT
469,Coiled box<2% oi>12% H=18,86,-8.5,-47.88,0.453,0.967,-0.08,0.32,REJECT
470,Coiled box<2% oi>12% H=24,86,63.79,-61.06,0.442,1.239,0.5,0.32,REJECT
471,Coiled box<2% oi>16% H=18,39,-175.83,-47.2,0.487,0.553,-1.16,0.14,REJECT
472,Coiled box<2% oi>16% H=24,39,-88.69,-32.77,0.462,0.762,-0.58,0.14,REJECT
473,Coiled box<2% oi>8% H=18,378,-31.11,-38.63,0.474,0.863,-0.75,1.38,REJECT
474,Coiled box<2% oi>8% H=24,373,-31.88,-58.25,0.45,0.877,-0.67,1.37,REJECT
475,Coiled box<2% oi>12% H=18,114,-43.07,-41.79,0.465,0.837,-0.49,0.42,REJECT
476,Coiled box<2% oi>12% H=24,114,-37.13,-92.22,0.404,0.88,-0.36,0.42,REJECT
477,Coiled box<2% oi>16% H=18,49,-200.61,-83.57,0.429,0.479,-1.62,0.18,REJECT
478,Coiled box<2% oi>16% H=24,49,-173.92,-56.98,0.388,0.584,-1.31,0.18,REJECT
479,Coiled box<3% oi>8% H=18,522,-19.97,-34.27,0.481,0.91,-0.48,1.91,REJECT
480,Coiled box<3% oi>8% H=24,516,-27.28,-57.36,0.457,0.894,-0.59,1.89,REJECT
481,Liq Flush drop<-10% rsi<22 H=6,175,300.34,300.99,0.68,3.269,0.98,0.64,REJECT
482,Liq Flush drop<-10% rsi<22 H=12,169,654.9,514.1,0.68,5.533,1.04,0.62,REJECT
483,Liq Flush drop<-10% rsi<22 H=18,169,1031.61,646.67,0.704,7.126,1.08,0.62,REJECT
484,Liq Flush drop<-10% rsi<25 H=6,271,254.37,273.14,0.675,2.703,0.94,0.99,REJECT
485,Liq Flush drop<-10% rsi<25 H=12,261,566.75,401.11,0.67,4.44,1.0,0.96,REJECT
486,Liq Flush drop<-10% rsi<25 H=18,260,890.19,567.38,0.688,5.783,1.04,0.95,REJECT
487,Liq Flush drop<-10% rsi<28 H=6,395,154.8,168.51,0.623,1.778,0.64,1.45,REJECT
488,Liq Flush drop<-10% rsi<28 H=12,370,365.96,183.48,0.603,2.705,0.86,1.36,REJECT
489,Liq Flush drop<-10% rsi<28 H=18,368,603.3,246.42,0.614,3.505,0.94,1.35,REJECT
490,Liq Flush drop<-15% rsi<22 H=6,90,561.85,603.73,0.833,7.119,1.02,0.33,REJECT
491,Liq Flush drop<-15% rsi<22 H=12,88,1138.17,1405.44,0.807,11.355,0.98,0.32,REJECT
492,Liq Flush drop<-15% rsi<22 H=18,88,1745.56,2155.66,0.818,13.492,1.01,0.32,REJECT
493,Liq Flush drop<-15% rsi<25 H=6,134,467.92,485.53,0.821,4.805,0.95,0.49,REJECT
494,Liq Flush drop<-15% rsi<25 H=12,131,1019.13,1311.97,0.794,8.616,0.95,0.48,REJECT
495,Liq Flush drop<-15% rsi<25 H=18,130,1550.65,2031.85,0.785,9.966,0.96,0.48,REJECT
496,ShortSqueeze oi>8% fr<-0.0002 H=18,545,41.48,-79.64,0.453,1.129,0.62,2.0,REJECT
497,ShortSqueeze oi>8% fr<-0.0002 H=24,527,42.37,-135.19,0.417,1.118,0.55,1.93,REJECT
498,ShortSqueeze oi>8% fr<-0.0004 H=18,287,-24.11,-180.93,0.404,0.937,-0.34,1.05,REJECT
499,ShortSqueeze oi>8% fr<-0.0004 H=24,278,-8.03,-209.28,0.388,0.981,-0.1,1.02,REJECT
